name,description,price,category,stock,image
"Product 54531","Sample description 54531",20604,Accessories,132,
"Product 54532","Sample description 54532",15582,Fashion,150,
"Product 54533","Sample description 54533",18623,Accessories,93,
"Product 54534","Sample description 54534",32864,Accessories,348,
"Product 54535","Sample description 54535",41829,Accessories,236,
"Product 54536","Sample description 54536",19170,Accessories,430,
"Product 54537","Sample description 54537",27925,Electronics,481,
"Product 54538","Sample description 54538",32275,Furniture,474,
"Product 54539","Sample description 54539",15888,Fashion,343,
"Product 54540","Sample description 54540",35141,Computers,445,
"Product 54541","Sample description 54541",40149,Accessories,322,
"Product 54542","Sample description 54542",27575,Computers,378,
"Product 54543","Sample description 54543",43486,Accessories,460,
"Product 54544","Sample description 54544",4318,Electronics,159,
"Product 54545","Sample description 54545",2111,Furniture,84,
"Product 54546","Sample description 54546",12561,Computers,327,
"Product 54547","Sample description 54547",43694,Electronics,467,
"Product 54548","Sample description 54548",45383,Accessories,81,
"Product 54549","Sample description 54549",33070,Electronics,437,
"Product 54550","Sample description 54550",29157,Fashion,239,
"Product 54551","Sample description 54551",44304,Electronics,472,
"Product 54552","Sample description 54552",24224,Computers,123,
"Product 54553","Sample description 54553",2448,Electronics,256,
"Product 54554","Sample description 54554",36891,Accessories,302,
"Product 54555","Sample description 54555",20253,Electronics,279,
"Product 54556","Sample description 54556",24207,Electronics,298,
"Product 54557","Sample description 54557",26380,Accessories,480,
"Product 54558","Sample description 54558",19888,Fashion,367,
"Product 54559","Sample description 54559",11033,Accessories,112,
"Product 54560","Sample description 54560",29604,Fashion,445,
"Product 54561","Sample description 54561",47595,Accessories,203,
"Product 54562","Sample description 54562",41919,Computers,137,
"Product 54563","Sample description 54563",8139,Fashion,409,
"Product 54564","Sample description 54564",43886,Furniture,73,
"Product 54565","Sample description 54565",39668,Accessories,318,
"Product 54566","Sample description 54566",8401,Accessories,386,
"Product 54567","Sample description 54567",27197,Electronics,29,
"Product 54568","Sample description 54568",37608,Computers,67,
"Product 54569","Sample description 54569",297,Computers,367,
"Product 54570","Sample description 54570",44787,Electronics,402,
"Product 54571","Sample description 54571",45876,Computers,286,
"Product 54572","Sample description 54572",31579,Electronics,123,
"Product 54573","Sample description 54573",46405,Furniture,242,
"Product 54574","Sample description 54574",36384,Electronics,163,
"Product 54575","Sample description 54575",31357,Computers,355,
"Product 54576","Sample description 54576",41178,Electronics,385,
"Product 54577","Sample description 54577",49186,Computers,422,
"Product 54578","Sample description 54578",23437,Electronics,286,
"Product 54579","Sample description 54579",1617,Fashion,254,
"Product 54580","Sample description 54580",1354,Computers,498,
"Product 54581","Sample description 54581",39527,Furniture,268,
"Product 54582","Sample description 54582",40344,Fashion,436,
"Product 54583","Sample description 54583",33268,Computers,98,
"Product 54584","Sample description 54584",40509,Computers,396,
"Product 54585","Sample description 54585",32212,Accessories,40,
"Product 54586","Sample description 54586",26023,Fashion,63,
"Product 54587","Sample description 54587",39356,Computers,178,
"Product 54588","Sample description 54588",32440,Furniture,131,
"Product 54589","Sample description 54589",11321,Furniture,260,
"Product 54590","Sample description 54590",3924,Electronics,199,
"Product 54591","Sample description 54591",476,Accessories,59,
"Product 54592","Sample description 54592",16955,Computers,494,
"Product 54593","Sample description 54593",15951,Fashion,84,
"Product 54594","Sample description 54594",46546,Electronics,425,
"Product 54595","Sample description 54595",11900,Furniture,398,
"Product 54596","Sample description 54596",27607,Furniture,477,
"Product 54597","Sample description 54597",8583,Furniture,234,
"Product 54598","Sample description 54598",41677,Accessories,296,
"Product 54599","Sample description 54599",41436,Furniture,2,
"Product 54600","Sample description 54600",43986,Electronics,50,
"Product 54601","Sample description 54601",19943,Accessories,399,
"Product 54602","Sample description 54602",4765,Furniture,352,
"Product 54603","Sample description 54603",13173,Accessories,351,
"Product 54604","Sample description 54604",17882,Accessories,123,
"Product 54605","Sample description 54605",11658,Accessories,411,
"Product 54606","Sample description 54606",43476,Electronics,150,
"Product 54607","Sample description 54607",19370,Fashion,324,
"Product 54608","Sample description 54608",14960,Accessories,286,
"Product 54609","Sample description 54609",44465,Electronics,64,
"Product 54610","Sample description 54610",32052,Accessories,368,
"Product 54611","Sample description 54611",38560,Electronics,361,
"Product 54612","Sample description 54612",12617,Electronics,51,
"Product 54613","Sample description 54613",8902,Fashion,492,
"Product 54614","Sample description 54614",28144,Furniture,258,
"Product 54615","Sample description 54615",41567,Fashion,70,
"Product 54616","Sample description 54616",11728,Furniture,361,
"Product 54617","Sample description 54617",44004,Furniture,270,
"Product 54618","Sample description 54618",930,Furniture,147,
"Product 54619","Sample description 54619",40755,Computers,249,
"Product 54620","Sample description 54620",35595,Furniture,292,
"Product 54621","Sample description 54621",33974,Electronics,310,
"Product 54622","Sample description 54622",44352,Furniture,417,
"Product 54623","Sample description 54623",41646,Fashion,80,
"Product 54624","Sample description 54624",25958,Computers,431,
"Product 54625","Sample description 54625",1867,Electronics,436,
"Product 54626","Sample description 54626",48150,Furniture,473,
"Product 54627","Sample description 54627",25817,Computers,259,
"Product 54628","Sample description 54628",47835,Furniture,108,
"Product 54629","Sample description 54629",2388,Electronics,68,
"Product 54630","Sample description 54630",43899,Fashion,352,
"Product 54631","Sample description 54631",47826,Computers,313,
"Product 54632","Sample description 54632",31560,Furniture,394,
"Product 54633","Sample description 54633",16038,Accessories,106,
"Product 54634","Sample description 54634",10185,Fashion,366,
"Product 54635","Sample description 54635",14237,Accessories,227,
"Product 54636","Sample description 54636",41279,Accessories,439,
"Product 54637","Sample description 54637",41103,Computers,108,
"Product 54638","Sample description 54638",33257,Fashion,61,
"Product 54639","Sample description 54639",6485,Electronics,125,
"Product 54640","Sample description 54640",28615,Accessories,331,
"Product 54641","Sample description 54641",40673,Furniture,32,
"Product 54642","Sample description 54642",2807,Accessories,86,
"Product 54643","Sample description 54643",43295,Electronics,193,
"Product 54644","Sample description 54644",37179,Computers,472,
"Product 54645","Sample description 54645",48882,Fashion,326,
"Product 54646","Sample description 54646",25164,Electronics,253,
"Product 54647","Sample description 54647",1608,Fashion,293,
"Product 54648","Sample description 54648",38273,Accessories,46,
"Product 54649","Sample description 54649",49254,Furniture,277,
"Product 54650","Sample description 54650",15222,Furniture,227,
"Product 54651","Sample description 54651",3599,Electronics,455,
"Product 54652","Sample description 54652",38422,Fashion,108,
"Product 54653","Sample description 54653",5793,Fashion,151,
"Product 54654","Sample description 54654",33789,Furniture,183,
"Product 54655","Sample description 54655",44391,Accessories,249,
"Product 54656","Sample description 54656",43268,Fashion,334,
"Product 54657","Sample description 54657",47142,Furniture,178,
"Product 54658","Sample description 54658",39199,Electronics,65,
"Product 54659","Sample description 54659",25760,Fashion,26,
"Product 54660","Sample description 54660",31893,Furniture,250,
"Product 54661","Sample description 54661",22707,Electronics,370,
"Product 54662","Sample description 54662",21750,Electronics,492,
"Product 54663","Sample description 54663",27879,Accessories,488,
"Product 54664","Sample description 54664",31551,Fashion,161,
"Product 54665","Sample description 54665",8804,Electronics,198,
"Product 54666","Sample description 54666",8587,Electronics,215,
"Product 54667","Sample description 54667",3829,Accessories,269,
"Product 54668","Sample description 54668",8858,Electronics,101,
"Product 54669","Sample description 54669",19316,Fashion,289,
"Product 54670","Sample description 54670",49563,Accessories,128,
"Product 54671","Sample description 54671",15793,Computers,108,
"Product 54672","Sample description 54672",44094,Electronics,416,
"Product 54673","Sample description 54673",43574,Furniture,387,
"Product 54674","Sample description 54674",1139,Computers,338,
"Product 54675","Sample description 54675",8134,Fashion,422,
"Product 54676","Sample description 54676",1981,Accessories,182,
"Product 54677","Sample description 54677",15361,Accessories,454,
"Product 54678","Sample description 54678",42780,Furniture,454,
"Product 54679","Sample description 54679",28413,Accessories,14,
"Product 54680","Sample description 54680",236,Electronics,180,
"Product 54681","Sample description 54681",48850,Furniture,61,
"Product 54682","Sample description 54682",13354,Fashion,166,
"Product 54683","Sample description 54683",9871,Furniture,374,
"Product 54684","Sample description 54684",19848,Fashion,195,
"Product 54685","Sample description 54685",23287,Fashion,165,
"Product 54686","Sample description 54686",34564,Computers,119,
"Product 54687","Sample description 54687",11305,Fashion,395,
"Product 54688","Sample description 54688",43576,Accessories,17,
"Product 54689","Sample description 54689",16472,Furniture,198,
"Product 54690","Sample description 54690",43027,Computers,97,
"Product 54691","Sample description 54691",39307,Computers,33,
"Product 54692","Sample description 54692",24470,Furniture,155,
